Fold,Task,Moment,N,MAE,RMSE,R²,r
0,Total_Facial_scale,M3,5,3.2532987236976623,3.365259314817465,-0.061715964660945755,0.9958738254210675
0,Total_Facial_scale,M4,7,1.410592726298741,1.5229358743404044,-0.3318048056607734,0.057592423148316425
1,Orbital_tightening,M0,7,0.4115715026855469,0.4127769534967121,0.0,
1,Orbital_tightening,M1,7,0.44111273544175283,0.44250322697587596,0.0,
1,Orbital_tightening,M2,9,0.7759774327278137,0.7866801505106878,-24.064053222168187,0.9124910519138502
1,Orbital_tightening,M3,5,0.44071106910705565,0.4554750774661667,0.13559355752995605,0.9910642655880794
1,Orbital_tightening,M4,7,0.4867375450474875,0.5238591517812479,-9.085245303012481,-0.6975603082439067
1,Tension_above_eyes,M0,7,0.20045949731554305,0.20768252155734498,-0.5851019992158841,-0.6195680428630082
1,Tension_above_eyes,M1,7,0.1914859073502677,0.27237300357317934,-1.7263745255328726,-0.8875137972650916
1,Tension_above_eyes,M2,9,0.19780314962069193,0.21461356285561387,-0.8653886339581827,-0.9417388770271117
1,Tension_above_eyes,M3,5,0.5621583938598633,0.6110309234918243,-0.5556615300389776,-0.6542712432145428
1,Tension_above_eyes,M4,7,0.015525553907666887,0.020280105041952268,0.0,
1,Cheek_tightening,M0,7,0.19442354781287058,0.22019305894765345,-0.7818230267157056,-0.7575993332250746
1,Cheek_tightening,M1,7,0.2003275113446372,0.24031688291727948,-1.1223933783995892,-0.6343425775642362
1,Cheek_tightening,M2,9,0.5113681687249078,0.6136293008971971,-2.8124769176814426,-0.7411096062950738
1,Cheek_tightening,M3,5,0.1801303505897522,0.21146455260539024,-0.676897037871566,-0.8758087305776736
1,Cheek_tightening,M4,7,0.21388987558228628,0.2711894589216961,-1.702731645566042,-0.3385823135331832
1,Ears_frontal,M0,7,0.09840264064925057,0.09999061360575921,0.0,
1,Ears_frontal,M1,7,0.3979017734527588,0.4077818374814995,0.0,
1,Ears_frontal,M2,9,0.3964003490077125,0.45287484119078225,-1.0765932324460104,0.3443498577540409
1,Ears_frontal,M3,5,0.20399124026298524,0.20672692602335888,0.5993498181643562,0.9856198399502167
1,Ears_frontal,M4,7,0.14502798659460886,0.18181439369775568,-0.21482533811209792,0.9016349681801754
1,Ears_lateral,M0,7,0.40344332797186716,0.43494197217730735,-5.952163164803373,0.17360692474220707
1,Ears_lateral,M1,7,0.5698173642158508,0.5717754177805027,0.0,
1,Ears_lateral,M2,9,0.5748476419183943,0.6186456513376832,-0.7222508859814643,0.16996777346842967
1,Ears_lateral,M3,5,0.6182104825973511,0.6431493937882554,0.030528629511090144,0.9984207461714586
1,Ears_lateral,M4,7,0.3260404169559479,0.337643538408088,-0.0474040547915664,0.642187911364065
1,Lip_jaw_profile,M0,7,0.37787218179021564,0.41238080783419656,-5.249628579615034,0.08835429309631462
1,Lip_jaw_profile,M1,7,0.17289951869419642,0.18140221717890706,0.0,
1,Lip_jaw_profile,M2,9,0.5301792422930399,0.531112203669765,-0.26936077799129254,-0.6694151256735739
1,Lip_jaw_profile,M3,5,0.7182011842727661,0.7482817288485113,-0.3123254195805205,-0.8361031843541621
1,Lip_jaw_profile,M4,7,0.2973133623600006,0.3538465149762639,-0.15034251616202687,0.31027460375256855
1,Nostril_muzzle,M0,7,0.21985596418380737,0.2719308689755649,-1.7175299462139555,0.33823714806556016
1,Nostril_muzzle,M1,7,0.04188471606799534,0.05243872627415566,0.0,
1,Nostril_muzzle,M2,9,0.5571762555175357,0.5902638853698807,-0.5678515446737644,0.25241753578779674
1,Nostril_muzzle,M3,5,0.4629510760307312,0.523136457035488,-0.14029896949851195,0.9994734216123106
1,Nostril_muzzle,M4,7,0.14743593760899135,0.17334094436691863,-0.10423023421280586,0.3861580524729033
1,Total_Facial_scale,M0,7,1.2707880224500383,1.2867070189783383,-59.84383500498692,-0.3212986962449315
1,Total_Facial_scale,M1,7,1.5102435180119105,1.5309859580417213,-20.534749226328103,0.8287297920230976
1,Total_Facial_scale,M2,9,3.12994654973348,3.518730230047633,-1.2286630251913184,-0.619638890982776
1,Total_Facial_scale,M3,5,3.18635379076004,3.297579079160689,-0.019440107724254974,0.9980210844590087
1,Total_Facial_scale,M4,7,1.376437016895839,1.480073003407701,-0.25789276106357195,0.4381754542707575
2,Orbital_tightening,M0,7,0.6183267406054905,0.6197944765396814,0.0,
2,Orbital_tightening,M1,7,0.6049275738852364,0.6064165516762207,0.0,
2,Orbital_tightening,M2,9,0.5912212000952827,0.6125753573695163,-14.197563399102131,-0.08491036418501215
2,Orbital_tightening,M3,5,0.45081201791763303,0.4511584908889912,0.15190006707820036,0.9889997159414298
2,Orbital_tightening,M4,7,0.2645887902804783,0.3218784876544053,-2.8075121638305585,-0.9136508636050148
2,Tension_above_eyes,M0,7,0.27291693006243023,0.33145068943428546,-3.037338571953386,-0.6654985162261485
2,Tension_above_eyes,M1,7,0.16987282037734985,0.199064470765162,-0.456280057999372,-0.5571701042575424
2,Tension_above_eyes,M2,9,0.1966980066564348,0.2646742795020934,-1.8371250372072336,-0.4125302834266447
2,Tension_above_eyes,M3,5,0.483771550655365,0.5093304941034156,-0.08090640317141307,0.9700298014974407
2,Tension_above_eyes,M4,7,0.0975029468536377,0.09839514883421796,0.0,
2,Cheek_tightening,M0,7,0.21825379771845682,0.25781063009715516,-1.4426371508301146,-0.8077604926564643
2,Cheek_tightening,M1,7,0.21916673651763371,0.24903725854116124,-1.2792185523553568,-0.8477893319086857
2,Cheek_tightening,M2,9,0.5192345331112543,0.610724127925099,-2.77646271189982,-0.1260990512518241
2,Cheek_tightening,M3,5,0.09310159981250762,0.13465430619190388,0.3200582089268268,0.982869694216294
2,Cheek_tightening,M4,7,0.28602755069732666,0.34243269545300187,-3.3093102892789927,-0.8335258665413613
2,Ears_frontal,M0,7,0.06485254423958915,0.07079107545290872,0.0,
2,Ears_frontal,M1,7,0.362091737134116,0.3642789382148309,0.0,
2,Ears_frontal,M2,9,0.45900696847173905,0.5487398767546043,-2.048794045810309,-0.12192455716486028
2,Ears_frontal,M3,5,0.2479461371898651,0.250489956441907,0.4117636137028542,0.9722612343326881
2,Ears_frontal,M4,7,0.190477477652686,0.2401351100711937,-1.1191838862040289,0.7604253321556415
2,Ears_lateral,M0,7,0.5634795001574925,0.5864665276614672,-11.639904058076215,0.196312820451914
2,Ears_lateral,M1,7,0.746966906956264,0.7478101584587601,0.0,
2,Ears_lateral,M2,9,0.5130023194683923,0.5187106096559094,-0.2107730623955244,0.43805921759319544
2,Ears_lateral,M3,5,0.6134236693382263,0.613717733910065,0.11722788797113437,0.9626055495544477
2,Ears_lateral,M4,7,0.27765906282833647,0.29774091395634394,0.18553129941424296,0.7586338381381488
2,Lip_jaw_profile,M0,7,0.40532243677548,0.454454773061767,-6.589945470483352,-0.8395099716278508
2,Lip_jaw_profile,M1,7,0.23393272076334273,0.23575068356482087,0.0,
2,Lip_jaw_profile,M2,9,0.504700243473053,0.5075229065500072,-0.15910775302835312,-0.4920764106881287
2,Lip_jaw_profile,M3,5,0.6749380826950073,0.6911577382712845,-0.11960700945124625,0.9739972771926686
2,Lip_jaw_profile,M4,7,0.28175872564315796,0.3697021597342524,-0.25574454865735907,0.48822685438395264
2,Nostril_muzzle,M0,7,0.14351525477000646,0.15980902583375858,0.061444571823155325,0.7209760270131474
2,Nostril_muzzle,M1,7,0.055451899766922,0.05942413664254786,0.0,
2,Nostril_muzzle,M2,9,0.529923203918669,0.5332184791803763,-0.2794487594274506,-0.4726441582394884
2,Nostril_muzzle,M3,5,0.46644884943962095,0.48891002940571976,0.00402909644374283,0.9753321733233461
2,Nostril_muzzle,M4,7,0.1809905001095363,0.2507003133571065,-1.309761143890169,-0.4789935308704986
2,Total_Facial_scale,M0,7,1.952911342893328,1.9929389414739769,-144.96382189780644,-0.9678993722469836
2,Total_Facial_scale,M1,7,2.0745203495025635,2.1273810919749927,-40.58033593441396,-0.751604359541999
2,Total_Facial_scale,M2,9,2.917457024256388,3.0973723125261556,-0.7268685789456273,-0.5251620453818674
2,Total_Facial_scale,M3,5,3.018727743625641,3.0416330878550912,0.13266888730875526,0.9937447457210786
2,Total_Facial_scale,M4,7,1.3240512779780798,1.3263327932986329,-0.01014183725634199,0.18175107932510567
3,Orbital_tightening,M0,7,0.4757738688162395,0.5986157835928002,0.0,
3,Orbital_tightening,M1,7,0.7221201913697379,0.7379483998044877,0.0,
3,Orbital_tightening,M2,9,0.6747196382946439,0.7251244021691969,-20.295113567009004,-0.9719327927221011
3,Orbital_tightening,M3,5,0.249846351146698,0.27043072645079147,0.6952800924637383,0.9373320044558535
3,Orbital_tightening,M4,7,0.17550368819917953,0.20494970274520743,-0.5436611731028178,-0.29250270892224095
3,Tension_above_eyes,M0,7,0.26074751785823275,0.32664501409597163,-2.9211132386240237,-0.3273396580377258
3,Tension_above_eyes,M1,7,0.14707440989358084,0.17346435702790342,-0.10580333791909635,0.4406946730313072
3,Tension_above_eyes,M2,9,0.352279351817237,0.4781621685865918,-8.259881356499058,-0.8541177089491788
3,Tension_above_eyes,M3,5,0.3688592791557312,0.39956021146162257,0.3347985288855291,0.9910462185849975
3,Tension_above_eyes,M4,7,0.2609791670526777,0.27640636455596335,0.0,
3,Cheek_tightening,M0,7,0.2631205554519381,0.3042274584168132,-2.401372029474627,-0.5663956042633205
3,Cheek_tightening,M1,7,0.2054398421730314,0.2568946602791918,-1.4253111985787648,-0.22722587309505843
3,Cheek_tightening,M2,9,0.6025137214197053,0.6465859985005538,-3.2329938424047473,-0.7496515163404339
3,Cheek_tightening,M3,5,0.09070477187633515,0.10466813643455396,0.589171820061678,0.9625580098753341
3,Cheek_tightening,M4,7,0.2075198612042836,0.2572309270517278,-1.4316646613834947,-0.21280729686684977
3,Ears_frontal,M0,7,0.1796908447785037,0.22707354519288295,0.0,
3,Ears_frontal,M1,7,0.6492900082043239,0.7062862693514508,0.0,
3,Ears_frontal,M2,9,0.5057870315180885,0.5141636802048518,-1.67668851644473,-0.8676909336446349
3,Ears_frontal,M3,5,0.22135053873062133,0.2514290865184438,0.40734454581721424,0.9231464429832967
3,Ears_frontal,M4,7,0.1425939074584416,0.16458803564747734,0.004471170010791892,0.38923886518108813
3,Ears_lateral,M0,7,0.39611001525606426,0.46877013426233455,-7.075644393684099,0.21247211018384013
3,Ears_lateral,M1,7,0.7577894691910062,0.8259887800107383,0.0,
3,Ears_lateral,M2,9,0.6604491041766273,0.6711325373534267,-1.0268848513132656,-0.7790382063203554
3,Ears_lateral,M3,5,0.4886910319328308,0.5396006895704658,0.3175729214924128,0.8098311685540863
3,Ears_lateral,M4,7,0.3571223148277828,0.38471209229588904,-0.3597812225200163,-0.41375374373345714
3,Lip_jaw_profile,M0,7,0.4034935874598367,0.5092644874736663,-8.531123625817491,-0.650751933186979
3,Lip_jaw_profile,M1,7,0.3186300184045519,0.3279292965213038,0.0,
3,Lip_jaw_profile,M2,9,0.6647324528959062,0.7220068626878277,-1.3458225939574384,-0.8735337377588303
3,Lip_jaw_profile,M3,5,0.5731814324855804,0.5979977751271952,0.16187191154130676,0.8233946931016414
3,Lip_jaw_profile,M4,7,0.3439743093081883,0.4570591420775636,-0.9192967434404806,0.12900272678538183
3,Nostril_muzzle,M0,7,0.1701222402708871,0.19899389967308498,-0.4552474381964835,0.26732751463677884
3,Nostril_muzzle,M1,7,0.2916767341750009,0.30739283984070814,0.0,
3,Nostril_muzzle,M2,9,0.58843594789505,0.6133925012008217,-0.6931266223822998,-0.8962100700980046
3,Nostril_muzzle,M3,5,0.16024676859378814,0.17972935968157033,0.8654056552852196,0.973162543791756
3,Nostril_muzzle,M4,7,0.47118342774254934,0.5086024508852393,-8.506359082834686,-0.0749552533800563
3,Total_Facial_scale,M0,7,1.6288865123476302,2.080179517624923,-158.02260792487854,-0.5853085559276077
3,Total_Facial_scale,M1,7,2.9562951156071255,3.0272390370466384,-83.1958787588432,0.7158428204331084
3,Total_Facial_scale,M2,9,3.9588151772816977,4.02573119584742,-1.9171718208162458,-0.9220409510301181
3,Total_Facial_scale,M3,5,1.8525433659553527,1.9635780083983803,0.6385338806353329,0.9724486785034074
3,Total_Facial_scale,M4,7,1.338871649333409,1.7314907504481667,-0.7215422887024203,0.09188030321687589
4,Orbital_tightening,M0,7,0.5857969011579242,0.6341226177604695,0.0,
4,Orbital_tightening,M1,7,0.5681888163089752,0.5731346245255093,0.0,
4,Orbital_tightening,M2,9,0.3711672756406996,0.45532978285212194,-7.396669049740478,-0.7998475048153064
4,Orbital_tightening,M3,5,0.3200381577014923,0.3218629333377536,0.5683510505967366,0.9873129856393946
4,Orbital_tightening,M4,7,0.23228220428739274,0.2648639024054372,-1.5781188971415214,-0.4459595887420215
4,Tension_above_eyes,M0,7,0.2529295086860657,0.2851820259602764,-1.988832778308867,0.14098344320407608
4,Tension_above_eyes,M1,7,0.13567657130105154,0.15936562666422094,0.06664532987902172,0.968475485805415
4,Tension_above_eyes,M2,9,0.4309880170557234,0.5574983313935948,-11.587577024740954,-0.8452542611294818
4,Tension_above_eyes,M3,5,0.38216466903686525,0.3942367569005154,0.3524057865519732,0.7717750300569916
4,Tension_above_eyes,M4,7,0.3903625266892569,0.4200387010923472,0.0,
4,Cheek_tightening,M0,7,0.2556158628846918,0.2904944213839142,-2.101222390580423,0.15704898866684772
4,Cheek_tightening,M1,7,0.18912595989448683,0.20074687366083696,-0.48099945443460346,0.9336424927969914
4,Cheek_tightening,M2,9,0.5241517027219137,0.5339532016840015,-1.8866985546148545,-0.9295918105161213
4,Cheek_tightening,M3,5,0.20757943987846375,0.26591924201853734,-1.6517389647832927,-0.5422484643854658
4,Cheek_tightening,M4,7,0.09361308813095093,0.11653804909846704,0.500893984126918,0.8081267008680503
4,Ears_frontal,M0,7,0.15923261216708592,0.2022943017736045,0.0,
4,Ears_frontal,M1,7,0.352095205070717,0.46983343997930516,0.0,
4,Ears_frontal,M2,9,0.22713925772243077,0.2583525280244955,0.3241964389009263,0.7609363300060483
4,Ears_frontal,M3,5,0.1865053653717041,0.23981731900543932,0.460821783747308,0.9281952288656404
4,Ears_frontal,M4,7,0.12973539318357194,0.1520911780370406,0.14990910412083358,0.7628147235933955
4,Ears_lateral,M0,7,0.3993240169116429,0.48468953637184164,-7.633454525467892,-0.12182324971832834
4,Ears_lateral,M1,7,0.5207313916512898,0.646402157380948,0.0,
4,Ears_lateral,M2,9,0.6118775904178619,0.6263274157726221,-0.765287037648541,-0.7583727539138333
4,Ears_lateral,M3,5,0.5344204664230346,0.588168810123522,0.1891971986351456,0.6476607726922459
4,Ears_lateral,M4,7,0.2761854146208082,0.3526206092490578,-0.14238567328793184,0.5658109741088512
4,Lip_jaw_profile,M0,7,0.35595285466739107,0.38072080627238863,-4.326850895574579,0.580285036518662
4,Lip_jaw_profile,M1,7,0.15541294642857142,0.17889606432689062,0.0,
4,Lip_jaw_profile,M2,9,0.6131082408958011,0.6532062765549629,-0.9200529787885938,-0.7479775681292979
4,Lip_jaw_profile,M3,5,0.5913638472557068,0.6453332445781051,0.023933659995968304,0.8805389511273497
4,Lip_jaw_profile,M4,7,0.4381565536771502,0.4655834739323338,-0.9915556166839279,0.8864264574199433
4,Nostril_muzzle,M0,7,0.24715372494288854,0.30513354448119306,-2.4216629348643597,-0.24225094239875453
4,Nostril_muzzle,M1,7,0.2202424875327519,0.2298849628103429,0.0,
4,Nostril_muzzle,M2,9,0.5127354992760552,0.5599135279500923,-0.41076421451683487,-0.47111907731699304
4,Nostril_muzzle,M3,5,0.3277187258005142,0.3468251692036604,0.4988012583618848,0.9621330181728707
4,Nostril_muzzle,M4,7,0.4100548326969147,0.43862009995828044,-6.070243587793024,0.5731843779405092
4,Total_Facial_scale,M0,7,1.6401865141732352,2.0040794425114976,-146.60025444657688,0.1324492269949098
4,Total_Facial_scale,M1,7,1.845993161201477,2.152592462774432,-41.57170405535583,0.9575463631072145
4,Total_Facial_scale,M2,9,3.03257245487637,3.1216768971851003,-0.7540758297937442,-0.8067382566257582
4,Total_Facial_scale,M3,5,2.41082307100296,2.474423138205582,0.4259903232686466,0.8739826407427437
4,Total_Facial_scale,M4,7,1.4954825469425745,1.7481403134732216,-0.7548092691230563,0.720517942952583
5,Orbital_tightening,M0,7,0.8367222973278591,0.840933249799283,0.0,
5,Orbital_tightening,M1,7,0.7540310195514134,0.7625387226132707,0.0,
5,Orbital_tightening,M2,9,0.35164468155966866,0.4266991076667839,-6.373919445507498,-0.7958991583549755
5,Orbital_tightening,M3,5,0.3595272421836853,0.4034417268854217,0.3218115541987868,0.9641848200877204
5,Orbital_tightening,M4,7,0.10181905542101179,0.12052281344695027,0.4661786767406033,0.7981749306026844
5,Tension_above_eyes,M0,7,0.324614303452628,0.4011338547591126,-4.913382224230951,-0.821474810342374
5,Tension_above_eyes,M1,7,0.1856306024960109,0.20071156866197398,-0.48047884344389913,0.019102038217822977
5,Tension_above_eyes,M2,9,0.3437727789084117,0.4005757768223603,-5.4986682082110985,-0.5729015019315898
5,Tension_above_eyes,M3,5,0.4809174418449402,0.4830074756545156,0.027932468197459648,0.366551534643408
5,Tension_above_eyes,M4,7,0.29708023582186016,0.3039992522231198,0.0,
5,Cheek_tightening,M0,7,0.24572099319526128,0.27882628057558584,-1.8570953113847093,-0.45315865622044144
5,Cheek_tightening,M1,7,0.24406594250883376,0.29604517046293044,-2.220870611596286,-0.6444848599379498
5,Cheek_tightening,M2,9,0.4702762696478102,0.5313420394525333,-1.8585342594479308,-0.7732360435025489
5,Cheek_tightening,M3,5,0.14958397150039673,0.2050815581231788,-0.5771916115757068,-0.500900880576897
5,Cheek_tightening,M4,7,0.19738147514207022,0.20164678749056003,-0.49430734970075774,-0.7591030059628445
5,Ears_frontal,M0,7,0.18488756247929164,0.19969431502978469,0.0,
5,Ears_frontal,M1,7,0.49004880019596647,0.4990637613345685,0.0,
5,Ears_frontal,M2,9,0.4205731583966149,0.4296846341364304,-0.8693675144426929,-0.6764754602741876
5,Ears_frontal,M3,5,0.24072666168212892,0.33469347367646735,-0.050184824794294425,0.8388765921937796
5,Ears_frontal,M4,7,0.1341631199632372,0.2014327529701196,-0.4911368194865233,0.35830659035155654
5,Ears_lateral,M0,7,0.5010384236063276,0.5426211992327933,-9.820587250281406,-0.5001982896031505
5,Ears_lateral,M1,7,0.7994802509035382,0.8090608894113447,0.0,
5,Ears_lateral,M2,9,0.5347931153244443,0.5429639880706697,-0.32664443646305674,-0.3449357438486242
5,Ears_lateral,M3,5,0.6292102575302124,0.6504142563187526,0.008503094669674804,0.10872486098429993
5,Ears_lateral,M4,7,0.23545215385300772,0.3463499660682466,-0.10211690486657465,0.8989640008397136
5,Lip_jaw_profile,M0,7,0.3144827272210802,0.3668501307052517,-3.945778631352029,-0.5971894828620928
5,Lip_jaw_profile,M1,7,0.09275248220988683,0.1109111880321622,0.0,
5,Lip_jaw_profile,M2,9,0.540377183092965,0.5426556069380685,-0.32513798483595524,-0.8485017208943662
5,Lip_jaw_profile,M3,5,0.7269494533538818,0.749968907516578,-0.31824998917994884,-0.490674233875059
5,Lip_jaw_profile,M4,7,0.2748131879738399,0.33597014031111233,-0.037047592659537276,0.8364588861539378
5,Nostril_muzzle,M0,7,0.20795887282916478,0.2405761019138292,-1.1269745080653908,0.7115706199726055
5,Nostril_muzzle,M1,7,0.3053647577762604,0.322914440250297,0.0,
5,Nostril_muzzle,M2,9,0.44641583495669895,0.5081407206664121,-0.16193146399721314,-0.3770418465697892
5,Nostril_muzzle,M3,5,0.36248413324356077,0.3835746979773407,0.3869602127982995,0.9969176192841837
5,Nostril_muzzle,M4,7,0.6422524111611503,0.6510575273972653,-14.577438542800843,0.8364670211626409
5,Total_Facial_scale,M0,7,2.5403544902801514,2.5975770766777626,-246.9671359761301,-0.48247089605964955
5,Total_Facial_scale,M1,7,2.589872326169695,2.6225573313885735,-62.18985894492631,0.6311480843480066
5,Total_Facial_scale,M2,9,2.823624849319458,2.830524981417624,-0.4421367631443811,-0.9087220460857732
5,Total_Facial_scale,M3,5,2.945041239261627,3.0303149872506183,0.13911166100100458,0.8020699174446129
5,Total_Facial_scale,M4,7,1.427849871771676,1.7975518132333828,-0.8554112199753463,0.8440269516412824
6,Orbital_tightening,M0,7,0.5946933243955884,0.6072089040307047,0.0,
6,Orbital_tightening,M1,7,0.710745666708265,0.7199407790160001,0.0,
6,Orbital_tightening,M2,9,0.5242457058694627,0.58501105941573,-12.860633250735262,-0.8347632469127716
6,Orbital_tightening,M3,5,0.2576006352901459,0.2788036951848369,0.6761187481303357,0.9788100499180008
6,Orbital_tightening,M4,7,0.23432494061333792,0.26655357886414427,-1.6111175936636353,-0.6153089411502326
6,Tension_above_eyes,M0,7,0.2939813392502921,0.3383522012257745,-3.2072210429615975,0.08523880584966864
6,Tension_above_eyes,M1,7,0.10254532950265068,0.12199851540050594,0.4530262471183144,0.7405974111702264
6,Tension_above_eyes,M2,9,0.27882582942644757,0.35026563081813716,-3.9687831952007544,-0.42291970312258087
6,Tension_above_eyes,M3,5,0.4014392375946045,0.4186631748970902,0.26967148513550754,0.8564664444675043
6,Tension_above_eyes,M4,7,0.14145279782158987,0.14674067133124763,0.0,
6,Cheek_tightening,M0,7,0.2548899267401014,0.29852641255649565,-2.2750870028136245,-0.6039595905912143
6,Cheek_tightening,M1,7,0.24549437420708792,0.2814921794132895,-1.9119907062853265,0.6645626525062629
6,Cheek_tightening,M2,9,0.5590793556637235,0.5712085859284558,-2.3035774909179394,-0.9415722025245018
6,Cheek_tightening,M3,5,0.18051270842552186,0.21892408590099255,-0.7972907199075672,0.7632749705121371
6,Cheek_tightening,M4,7,0.16343925254685537,0.21711341013702995,-0.7323299543989712,0.5750774871469129
6,Ears_frontal,M0,7,0.09199494549206325,0.11257435634687427,0.0,
6,Ears_frontal,M1,7,0.5493382854121072,0.5665593249416844,0.0,
6,Ears_frontal,M2,9,0.5176215800974104,0.5321729987384972,-1.8674821038941607,-0.8886464440002129
6,Ears_frontal,M3,5,0.18978195786476135,0.24367863107680957,0.4433193277732429,0.8980763771783495
6,Ears_frontal,M4,7,0.11213713032858712,0.13256955897099307,0.35413025575502477,0.803217206386347
6,Ears_lateral,M0,7,0.3809756764343807,0.4426935583572004,-6.202175878669638,-0.31599891717538053
6,Ears_lateral,M1,7,0.596099099942616,0.6264413803968932,0.0,
6,Ears_lateral,M2,9,0.7392741938432058,0.7493576952557521,-1.5269161488596152,-0.9011963775433053
6,Ears_lateral,M3,5,0.5562656998634339,0.5647953785997109,0.252358279670129,0.7920276782936319
6,Ears_lateral,M4,7,0.22395064575331552,0.2633555698346625,0.36279029626266157,0.7903508261926251
6,Lip_jaw_profile,M0,7,0.4827458645616259,0.5135601861747986,-8.692593804554475,0.1456710659131146
6,Lip_jaw_profile,M1,7,0.27509808114596773,0.32948345898974146,0.0,
6,Lip_jaw_profile,M2,9,0.5837022463480631,0.6111863865464207,-0.6809695959485182,-0.9474160573075047
6,Lip_jaw_profile,M3,5,0.5389099836349487,0.5504091513032369,0.28996043176302533,0.9243040215500918
6,Lip_jaw_profile,M4,7,0.46133545466831755,0.48642391023240744,-1.1738378957748132,0.9229841326002411
6,Nostril_muzzle,M0,7,0.14803937077522278,0.18375230495653602,-0.2408603529878215,0.4402903591655351
6,Nostril_muzzle,M1,7,0.2953691439969199,0.31131079718961663,0.0,
6,Nostril_muzzle,M2,9,0.538428889380561,0.586638242420618,-0.5486499236165834,-0.9295396071266839
6,Nostril_muzzle,M3,5,0.33033046722412107,0.3359983227044272,0.5296046964158818,0.9852749235116469
6,Nostril_muzzle,M4,7,0.5585187418120248,0.5678709058667617,-10.851042484197976,0.8937544101513197
6,Total_Facial_scale,M0,7,2.0714450904301236,2.151821910102783,-169.16486375987336,-0.0792245015489732
6,Total_Facial_scale,M1,7,2.7196933201381137,2.7673014616466522,-69.35749181263259,0.8859120172799262
